/home/johan/pdfAcrobatEngineering/multimedia/20020402_CALOS.pdf,Font is not embedded,Movie annotation
/home/johan/pdfAcrobatEngineering/multimedia/3-D_PDF.pdf,3D annotation
/home/johan/pdfAcrobatEngineering/multimedia/AdobeChassisDemo-commented.pdf,3D annotation
/home/johan/pdfAcrobatEngineering/multimedia/AdobeChassisDemo-commented_Review.pdf,3D annotation
/home/johan/pdfAcrobatEngineering/multimedia/AVI+Transitions Demo.pdf,Document not parsable
/home/johan/pdfAcrobatEngineering/multimedia/Binder_6-3DPages.pdf,3D annotation
/home/johan/pdfAcrobatEngineering/multimedia/Disney-Flash.pdf,Font is not embedded,Screen annotation
/home/johan/pdfAcrobatEngineering/multimedia/drape_raster_contour_sample.pdf,Font is not embedded,3D annotation
/home/johan/pdfAcrobatEngineering/multimedia/gXsummer2004-stream.pdf,Document not parsable
/home/johan/pdfAcrobatEngineering/multimedia/Jpeg_linked.pdf,Encrypted document,Document not parsable
/home/johan/pdfAcrobatEngineering/multimedia/LabelExample.pdf,Encrypted document,Document not parsable
/home/johan/pdfAcrobatEngineering/multimedia/movie_down1.pdf,Movie annotation
/home/johan/pdfAcrobatEngineering/multimedia/movie.pdf,Movie annotation
/home/johan/pdfAcrobatEngineering/multimedia/MultiMedia_Acro6.pdf,Encrypted document,Document not parsable
/home/johan/pdfAcrobatEngineering/multimedia/MusicalScore.pdf,Font is not embedded,Screen annotation
/home/johan/pdfAcrobatEngineering/multimedia/phlmapbeta7.pdf,Font is not embedded,Screen annotation
/home/johan/pdfAcrobatEngineering/multimedia/remotemovieurl.pdf,Font is not embedded,Movie annotation
/home/johan/pdfAcrobatEngineering/multimedia/ScriptEvents.pdf,Font is not embedded,Screen annotation
/home/johan/pdfAcrobatEngineering/multimedia/Service Form_media.pdf,Font is not embedded,Screen annotation
/home/johan/pdfAcrobatEngineering/multimedia/SVG-AnnotAnim.pdf,Font is not embedded
/home/johan/pdfAcrobatEngineering/multimedia/SVG.pdf,Font is not embedded
/home/johan/pdfAcrobatEngineering/multimedia/Trophy.pdf,Font is not embedded,Screen annotation
/home/johan/pdfAcrobatEngineering/multimedia/us_population.pdf
